subscriber_id;tenure_months;plan_type;payment_method;total_watch_hours;hbo_original_share;support_tickets;satisfaction_score;monthly_fee;total_revenue;churn;device_type;active_profiles;main_genre;sessions_per_week;avg_session_min;used_trial;has_discount;months_paused;region
9084;21;Mensual (14.99);Apple Pay/Google Pay;22.1;0.417;0;5;16.56;347.76;0;Ordenador;2.0;Thriller;3.2;65.8;0.0;1.0;1.0;México
9085;17;Mensual (14.99);Tarjeta;18.5;0.533;1;4;15.97;271.49;0;Ordenador;5.0;Comedia;2.5;42.6;1.0;1.0;0.0;España
9086;19;Mensual (14.99);Tarjeta;4.6;0.394;1;3;14.88;282.72;0;Ordenador;1.0;Thriller;1.5;38.4;1.0;0.0;0.0;México
9087;15;Mensual (14.99);Apple Pay/Google Pay;18.8;0.439;1;3;15.05;225.75;0;Smart TV;3.0;Comedia;3.2;36.1;1.0;1.0;0.0;Chile
9088;9;Familia (19.99/mes);Tarjeta;26.3;0.484;2;3;19.08;171.72;1;Smart TV;1.0;Thriller;0.9;29.6;1.0;1.0;0.0;España
9089;10;Mensual (14.99);PayPal;15.4;0.443;0;4;15.03;150.3;0;Tablet;5.0;Acción;1.5;47.2;1.0;1.0;0.0;España
9090;31;Mensual (14.99);PayPal;16.2;0.825;2;2;15.39;477.09;0;Ordenador;3.0;Familiar;9.6;47.8;1.0;0.0;0.0;Chile
9091;23;Mensual (14.99);Tarjeta;31.2;0.517;1;5;14.86;341.78;0;Smart TV;1.0;Thriller;4.2;13.5;1.0;0.0;1.0;España
9092;30;Mensual (14.99);PayPal;18.4;0.462;3;2;14.1;423.0;0;Móvil;1.0;Comedia;3.2;37.6;1.0;0.0;0.0;Otros LATAM
9093;33;Familia (19.99/mes);PayPal;20.9;0.495;0;4;20.48;675.84;0;Móvil;2.0;Acción;2.6;51.3;0.0;0.0;0.0;Argentina
9094;9;Mensual (14.99);PayPal;5.1;0.445;0;2;14.78;133.02;0;Smart TV;2.0;Comedia;2.3;45.7;1.0;0.0;0.0;México
9095;1;Mensual (14.99);Tarjeta;11.6;0.341;1;3;14.37;14.37;1;Ordenador;2.0;Documental;2.9;45.3;1.0;0.0;2.0;España
9096;35;Anual (12.99/mes);Apple Pay/Google Pay;37.5;0.697;2;4;13.3;465.5;0;Tablet;4.0;Acción;1.6;35.4;0.0;0.0;0.0;España
9097;11;Mensual (14.99);Tarjeta;33.2;0.035;2;4;14.11;155.21;0;Tablet;5.0;Comedia;6.0;34.6;0.0;0.0;0.0;España
9098;34;Mensual (14.99);PayPal;23.8;0.333;2;3;15.08;512.72;0;Smart TV;2.0;Thriller;12.9;38.5;1.0;1.0;0.0;Argentina
9099;16;Mensual (14.99);Apple Pay/Google Pay;1.7;0.536;0;1;15.97;255.52;0;Ordenador;1.0;Familiar;0.5;50.1;0.0;0.0;0.0;España
9100;9;Mensual (14.99);Tarjeta;9.3;0.512;1;2;15.7;141.3;0;Móvil;2.0;Comedia;7.6;8.0;1.0;0.0;1.0;Chile
9101;32;Mensual (14.99);PayPal;9.1;0.458;0;2;15.38;492.16;0;Tablet;3.0;Drama;7.1;32.3;1.0;0.0;1.0;Chile
9102;15;Mensual (14.99);Apple Pay/Google Pay;9.0;0.527;2;1;15.04;225.6;0;Tablet;2.0;Documental;1.5;90.6;1.0;1.0;0.0;España
9103;12;Anual (12.99/mes);Tarjeta;16.9;0.585;0;3;11.33;135.96;0;Ordenador;1.0;Drama;6.5;72.0;1.0;1.0;0.0;España
9104;33;Mensual (14.99);Tarjeta;26.2;0.56;1;4;14.75;486.75;0;Móvil;1.0;Drama;3.7;64.5;1.0;0.0;0.0;México
9105;14;Anual (12.99/mes);Apple Pay/Google Pay;14.9;0.745;0;4;12.99;181.86;0;Tablet;3.0;Acción;2.2;48.5;0.0;1.0;0.0;España
9106;8;Anual (12.99/mes);Tarjeta;17.5;0.075;2;3;13.61;108.88;0;Smart TV;3.0;Drama;2.5;23.8;0.0;1.0;0.0;Otros LATAM
9107;8;Mensual (14.99);Tarjeta;17.5;0.725;0;4;14.3;114.4;1;Smart TV;2.0;Comedia;3.0;39.6;1.0;0.0;2.0;México
9108;27;Mensual (14.99);Apple Pay/Google Pay;27.2;0.254;1;4;15.42;416.34;0;Móvil;1.0;Drama;4.9;39.4;1.0;1.0;0.0;Argentina
9109;12;Mensual (14.99);Apple Pay/Google Pay;27.1;0.365;1;5;15.5;186.0;0;Ordenador;1.0;Comedia;4.3;36.3;1.0;1.0;0.0;México
9110;1;Anual (12.99/mes);Apple Pay/Google Pay;21.3;0.538;1;5;13.05;13.05;0;Smart TV;1.0;Acción;1.6;33.0;1.0;1.0;2.0;Colombia
9111;11;Mensual (14.99);Tarjeta;30.2;0.282;0;4;15.7;172.7;0;Ordenador;3.0;Drama;7.0;42.8;1.0;0.0;0.0;España
9112;31;Anual (12.99/mes);Tarjeta;16.9;0.507;0;4;12.01;372.31;0;Tablet;2.0;Drama;2.2;28.9;0.0;0.0;0.0;Argentina
9113;17;Mensual (14.99);Tarjeta;34.0;0.426;0;5;14.27;242.59;0;Móvil;2.0;Drama;4.9;31.9;1.0;0.0;0.0;Colombia
9114;33;Familia (19.99/mes);PayPal;15.2;0.191;2;4;20.08;662.64;0;Smart TV;1.0;Drama;5.8;37.2;0.0;1.0;1.0;México
9115;32;Mensual (14.99);PayPal;4.3;0.396;1;2;14.41;461.12;0;Móvil;2.0;Drama;2.0;41.5;1.0;0.0;0.0;España
9116;29;Mensual (14.99);Tarjeta;9.9;0.225;0;4;14.91;432.39;0;Smart TV;2.0;Acción;4.2;50.7;1.0;1.0;0.0;Argentina
9117;21;Mensual (14.99);Tarjeta;9.2;0.295;1;3;15.91;334.11;0;Smart TV;4.0;Acción;4.0;29.5;1.0;0.0;0.0;España
9118;21;Mensual (14.99);PayPal;14.1;0.123;0;2;12.48;262.08;1;Móvil;4.0;Thriller;2.7;38.5;1.0;1.0;0.0;México
9119;23;Mensual (14.99);PayPal;29.0;0.507;1;4;16.87;388.01;1;Smart TV;3.0;Comedia;1.9;36.7;0.0;0.0;0.0;Chile
9120;6;Anual (12.99/mes);Tarjeta;16.4;0.254;1;4;13.51;81.06;0;Móvil;2.0;Comedia;5.5;54.5;0.0;1.0;0.0;Colombia
9121;22;Anual (12.99/mes);Apple Pay/Google Pay;9.2;0.49;1;4;13.06;287.32;0;Móvil;2.0;Drama;5.1;45.9;0.0;0.0;0.0;México
9122;8;Familia (19.99/mes);Tarjeta;8.4;0.191;0;3;19.69;157.52;0;Smart TV;3.0;Acción;3.6;5.2;1.0;1.0;3.0;España
9123;35;Mensual (14.99);PayPal;19.5;0.5;0;4;15.33;536.55;0;Smart TV;1.0;Documental;8.0;25.0;1.0;0.0;2.0;México
9124;11;Mensual (14.99);Apple Pay/Google Pay;32.2;0.085;1;3;14.67;161.37;0;Móvil;2.0;Comedia;3.8;47.9;1.0;1.0;0.0;Argentina
9125;24;Mensual (14.99);PayPal;21.8;0.487;1;4;15.11;362.64;0;Móvil;2.0;Acción;5.8;28.7;1.0;0.0;2.0;México
9126;21;Mensual (14.99);Tarjeta;27.6;0.547;1;3;15.02;315.42;0;Móvil;2.0;Acción;5.6;14.6;1.0;1.0;0.0;España
9127;2;Mensual (14.99);Tarjeta;23.2;0.193;2;3;14.63;29.26;0;Smart TV;2.0;Drama;1.8;38.1;1.0;0.0;0.0;España
9128;19;Mensual (14.99);Apple Pay/Google Pay;7.8;0.508;0;3;15.19;288.61;0;Smart TV;2.0;Drama;5.9;31.2;1.0;1.0;0.0;Argentina
9129;28;Mensual (14.99);Tarjeta;24.8;0.235;0;5;14.53;406.84;0;Ordenador;2.0;Drama;2.1;60.8;0.0;0.0;2.0;Argentina
9130;17;Mensual (14.99);PayPal;10.9;0.728;0;3;15.29;259.93;0;Móvil;1.0;Acción;2.9;58.5;1.0;0.0;0.0;México
9131;6;Mensual (14.99);Apple Pay/Google Pay;16.7;0.532;1;2;15.52;93.12;0;Tablet;2.0;Acción;3.8;44.6;0.0;0.0;0.0;Otros LATAM
9132;19;Familia (19.99/mes);Apple Pay/Google Pay;14.2;0.564;0;2;21.55;409.45;0;Tablet;2.0;Documental;1.7;40.5;0.0;1.0;0.0;Chile
9133;28;Mensual (14.99);Tarjeta;19.2;0.358;2;2;15.11;423.08;0;Móvil;1.0;Drama;3.1;61.2;0.0;0.0;0.0;España
9134;2;Familia (19.99/mes);Apple Pay/Google Pay;18.0;0.505;0;3;21.82;43.64;0;Móvil;2.0;Documental;3.1;37.8;0.0;0.0;0.0;España
9135;4;Anual (12.99/mes);Apple Pay/Google Pay;17.0;0.258;0;5;13.44;53.76;0;Smart TV;1.0;Documental;1.5;53.6;1.0;1.0;0.0;Chile
9136;22;Mensual (14.99);Tarjeta;17.8;0.404;1;3;15.17;333.74;0;Smart TV;1.0;Drama;2.5;46.6;1.0;0.0;0.0;España
9137;26;Anual (12.99/mes);Tarjeta;22.1;0.465;1;5;12.3;319.8;0;Ordenador;4.0;Comedia;2.2;47.9;1.0;1.0;0.0;Otros LATAM
9138;36;Mensual (14.99);Tarjeta;17.8;0.312;1;4;14.82;533.52;0;Tablet;3.0;Acción;1.2;59.7;1.0;0.0;0.0;España
9139;13;Anual (12.99/mes);Tarjeta;18.6;0.357;4;3;13.85;180.05;0;Móvil;2.0;Drama;4.9;28.1;1.0;0.0;0.0;España
9140;32;Mensual (14.99);Apple Pay/Google Pay;35.9;0.34;1;5;14.09;450.88;0;Móvil;5.0;Comedia;2.8;61.6;1.0;0.0;0.0;México
9141;17;Familia (19.99/mes);PayPal;28.3;0.487;0;5;19.4;329.8;0;Tablet;2.0;Documental;5.1;42.0;1.0;0.0;0.0;Chile
9142;36;Mensual (14.99);Apple Pay/Google Pay;16.0;0.105;0;4;14.97;538.92;0;Smart TV;1.0;Familiar;1.3;45.1;1.0;0.0;1.0;Argentina
9143;19;Anual (12.99/mes);PayPal;20.9;0.463;0;5;12.93;245.67;0;Móvil;2.0;Comedia;2.7;41.9;0.0;0.0;0.0;México
9144;35;Anual (12.99/mes);PayPal;20.2;0.126;1;5;13.89;486.15;0;Móvil;4.0;Comedia;2.0;31.1;1.0;0.0;0.0;Argentina
9145;28;Mensual (14.99);PayPal;20.6;0.322;3;2;15.97;447.16;0;Smart TV;3.0;Acción;3.7;69.4;1.0;0.0;0.0;México
9146;1;Mensual (14.99);Tarjeta;19.8;0.409;1;4;14.05;14.05;0;Ordenador;3.0;Acción;1.9;21.0;1.0;0.0;1.0;España
9147;18;Mensual (14.99);Apple Pay/Google Pay;20.7;0.252;0;5;15.64;281.52;0;Smart TV;1.0;Drama;1.4;42.5;1.0;0.0;0.0;México
9148;33;Mensual (14.99);Tarjeta;18.0;0.296;2;2;14.6;481.8;0;Smart TV;1.0;Acción;1.3;56.5;1.0;1.0;0.0;México
9149;12;Mensual (14.99);PayPal;15.1;0.329;0;4;15.23;182.76;0;Móvil;2.0;Acción;3.4;42.7;0.0;1.0;1.0;Colombia
9150;8;Familia (19.99/mes);Tarjeta;16.9;0.316;0;5;19.92;159.36;0;Smart TV;1.0;Documental;5.3;78.9;1.0;0.0;0.0;España
9151;24;Mensual (14.99);Apple Pay/Google Pay;6.1;0.742;1;1;15.63;375.12;0;Móvil;1.0;Drama;4.6;35.3;1.0;1.0;1.0;México
9152;16;Familia (19.99/mes);Apple Pay/Google Pay;25.6;0.381;1;4;18.37;293.92;0;Smart TV;4.0;Drama;1.3;24.4;1.0;0.0;1.0;España
9153;4;Anual (12.99/mes);Tarjeta;23.9;0.556;1;4;12.71;50.84;0;Móvil;1.0;Familiar;1.8;27.7;0.0;1.0;0.0;España
9154;27;Mensual (14.99);PayPal;36.1;0.906;1;4;16.19;437.13;0;Móvil;1.0;Drama;1.5;50.8;0.0;0.0;0.0;España
9155;9;Familia (19.99/mes);PayPal;10.4;0.385;1;5;19.93;179.37;0;Tablet;1.0;Familiar;1.0;71.2;1.0;0.0;1.0;España
9156;16;Mensual (14.99);Tarjeta;16.8;0.524;3;3;13.12;209.92;0;Ordenador;2.0;Drama;3.9;52.4;1.0;0.0;0.0;Colombia
9157;12;Familia (19.99/mes);Tarjeta;29.3;0.183;0;5;19.43;233.16;0;Tablet;2.0;Comedia;2.7;25.1;1.0;0.0;1.0;España
9158;31;Mensual (14.99);PayPal;22.9;0.7;2;3;15.82;490.42;0;Ordenador;2.0;Acción;10.1;33.5;1.0;0.0;1.0;Argentina
9159;24;Mensual (14.99);Tarjeta;33.1;0.212;0;5;14.11;338.64;0;Ordenador;4.0;Acción;4.0;63.6;1.0;0.0;0.0;México
9160;14;Mensual (14.99);Tarjeta;31.8;0.283;1;5;14.57;203.98;0;Ordenador;1.0;Documental;4.0;32.8;0.0;0.0;0.0;México
9161;25;Mensual (14.99);Tarjeta;0.6;0.355;1;2;15.47;386.75;0;Smart TV;3.0;Comedia;6.8;32.0;1.0;1.0;0.0;España
9162;34;Mensual (14.99);Tarjeta;22.1;0.628;0;4;15.23;517.82;0;Móvil;2.0;Familiar;3.1;74.6;1.0;0.0;0.0;México
9163;3;Mensual (14.99);Tarjeta;22.1;0.788;3;1;13.93;41.79;1;Ordenador;2.0;Documental;1.2;26.3;1.0;0.0;0.0;México
9164;24;Mensual (14.99);Tarjeta;19.8;0.304;1;4;13.59;326.16;0;Smart TV;4.0;Comedia;1.5;53.2;0.0;0.0;0.0;España
9165;9;Familia (19.99/mes);Tarjeta;16.5;0.137;1;3;19.45;175.05;0;Smart TV;3.0;Drama;1.7;38.6;1.0;0.0;0.0;Chile
9166;26;Mensual (14.99);Tarjeta;32.5;0.146;1;5;15.18;394.68;0;Móvil;2.0;Acción;4.1;54.7;1.0;1.0;0.0;España
9167;20;Mensual (14.99);PayPal;19.8;0.15;0;5;15.22;304.4;0;Tablet;1.0;Acción;2.8;66.5;0.0;1.0;0.0;Colombia
9168;10;Anual (12.99/mes);Apple Pay/Google Pay;0.5;0.903;3;1;14.0;140.0;0;Ordenador;1.0;Comedia;6.1;56.3;1.0;0.0;0.0;Colombia
9169;19;Anual (12.99/mes);Tarjeta;16.5;0.216;0;4;11.46;217.74;0;Ordenador;1.0;Acción;7.5;14.4;0.0;1.0;0.0;Chile
9170;3;Familia (19.99/mes);Apple Pay/Google Pay;36.6;0.438;2;3;20.37;61.11;1;Smart TV;2.0;Drama;0.9;61.2;1.0;0.0;0.0;España
9171;24;Mensual (14.99);Tarjeta;11.1;0.308;0;4;14.57;349.68;0;Móvil;1.0;Thriller;4.3;63.6;1.0;0.0;0.0;México
9172;5;Mensual (14.99);PayPal;29.7;0.49;0;5;14.86;74.3;0;Ordenador;2.0;Drama;2.0;45.4;1.0;1.0;0.0;España
9173;3;Mensual (14.99);Tarjeta;28.3;0.734;1;3;15.46;46.38;0;Ordenador;2.0;Drama;1.6;50.1;1.0;1.0;0.0;Argentina
9174;27;Mensual (14.99);PayPal;18.0;0.662;1;3;16.14;435.78;0;Móvil;4.0;Acción;1.2;34.4;0.0;0.0;0.0;España
9175;16;Familia (19.99/mes);PayPal;21.5;0.795;1;3;19.96;319.36;0;Ordenador;2.0;Thriller;1.5;39.5;1.0;1.0;1.0;España
9176;15;Mensual (14.99);Tarjeta;19.4;0.569;1;3;15.08;226.2;0;Smart TV;4.0;Drama;3.1;25.4;0.0;0.0;0.0;España
9177;35;Familia (19.99/mes);Tarjeta;15.8;0.033;0;5;20.47;716.45;0;Tablet;2.0;Documental;2.9;53.5;1.0;0.0;0.0;Otros LATAM
9178;12;Mensual (14.99);Apple Pay/Google Pay;14.7;0.504;0;4;15.18;182.16;0;Ordenador;2.0;Acción;5.2;42.8;1.0;0.0;0.0;España
9179;26;Familia (19.99/mes);Tarjeta;31.4;0.457;2;3;20.58;535.08;0;Smart TV;2.0;Drama;2.6;47.1;1.0;0.0;0.0;España
9180;34;Mensual (14.99);Tarjeta;18.6;0.392;2;3;16.7;567.8;0;Móvil;1.0;Thriller;5.2;50.0;1.0;0.0;3.0;Argentina
9181;23;Familia (19.99/mes);Tarjeta;13.8;0.389;0;2;22.39;514.97;0;Tablet;4.0;Familiar;4.5;28.8;1.0;0.0;0.0;España
9182;31;Familia (19.99/mes);Tarjeta;24.4;0.214;2;2;19.96;618.76;0;Móvil;2.0;Drama;2.2;46.7;1.0;0.0;0.0;México
9183;20;Familia (19.99/mes);Tarjeta;23.4;0.173;1;4;21.51;430.2;0;Smart TV;2.0;Thriller;3.0;24.8;1.0;1.0;0.0;Colombia
9184;12;Mensual (14.99);Tarjeta;8.1;0.261;2;4;14.68;176.16;0;Tablet;3.0;Comedia;3.0;12.3;1.0;1.0;0.0;España
9185;23;Mensual (14.99);Tarjeta;14.8;0.508;1;2;14.4;331.2;0;Smart TV;2.0;Drama;5.1;58.5;1.0;0.0;0.0;México
9186;4;Anual (12.99/mes);Tarjeta;6.4;0.263;2;2;11.3;45.2;1;Móvil;2.0;Comedia;8.6;9.1;1.0;1.0;0.0;España
9187;23;Mensual (14.99);PayPal;40.4;0.709;1;5;15.15;348.45;0;Móvil;2.0;Thriller;5.1;18.8;1.0;0.0;2.0;Argentina
9188;1;Mensual (14.99);PayPal;17.1;0.152;2;3;14.81;14.81;0;Ordenador;5.0;Acción;2.2;19.5;1.0;0.0;0.0;Otros LATAM
9189;25;Mensual (14.99);Apple Pay/Google Pay;14.6;0.502;1;3;15.05;376.25;0;Ordenador;3.0;Thriller;1.1;40.4;0.0;0.0;0.0;España
9190;2;Mensual (14.99);Apple Pay/Google Pay;16.0;0.273;0;4;15.09;30.18;0;Móvil;4.0;Comedia;5.5;39.4;1.0;0.0;3.0;México
9191;30;Mensual (14.99);Apple Pay/Google Pay;14.0;0.322;0;4;15.08;452.4;0;Tablet;2.0;Drama;7.4;27.8;1.0;0.0;0.0;España
9192;3;Mensual (14.99);PayPal;18.5;0.334;1;3;15.16;45.48;0;Smart TV;2.0;Documental;7.5;54.2;1.0;1.0;0.0;México
9193;21;Mensual (14.99);PayPal;29.9;0.494;0;4;13.33;279.93;0;Tablet;1.0;Comedia;5.8;44.3;1.0;1.0;0.0;México
9194;25;Mensual (14.99);Tarjeta;20.8;0.069;0;5;14.07;351.75;0;Smart TV;1.0;Comedia;8.6;53.9;1.0;1.0;0.0;Argentina
9195;20;Mensual (14.99);PayPal;8.9;0.896;0;1;15.13;302.6;1;Ordenador;1.0;Thriller;0.8;51.2;0.0;1.0;1.0;México
9196;22;Mensual (14.99);Tarjeta;10.8;0.904;0;3;13.79;303.38;0;Smart TV;4.0;Comedia;2.7;63.5;0.0;1.0;1.0;Colombia
9197;21;Mensual (14.99);Apple Pay/Google Pay;21.4;0.466;2;3;15.44;324.24;0;Ordenador;2.0;Documental;4.3;16.1;1.0;0.0;0.0;España
9198;33;Familia (19.99/mes);Tarjeta;13.3;0.79;1;3;19.61;647.13;0;Ordenador;1.0;Familiar;6.2;33.7;1.0;1.0;1.0;Colombia
9199;15;Familia (19.99/mes);PayPal;18.5;0.267;1;4;19.75;296.25;0;Smart TV;2.0;Drama;2.8;53.7;1.0;0.0;1.0;Chile
9200;15;Familia (19.99/mes);Tarjeta;41.2;0.425;0;5;20.2;303.0;0;Smart TV;3.0;Acción;3.7;13.8;1.0;0.0;0.0;México
9201;25;Familia (19.99/mes);Tarjeta;12.0;0.386;2;3;20.67;516.75;0;Smart TV;2.0;Drama;2.4;36.6;1.0;0.0;2.0;España
9202;21;Mensual (14.99);Tarjeta;8.4;0.136;0;3;15.43;324.03;0;Smart TV;4.0;Acción;1.5;18.0;1.0;0.0;0.0;México
9203;24;Anual (12.99/mes);Tarjeta;14.1;0.179;0;3;12.83;307.92;0;Móvil;4.0;Comedia;3.6;51.2;1.0;1.0;0.0;México
9204;5;Mensual (14.99);Tarjeta;5.6;0.435;0;2;15.36;76.8;1;Móvil;2.0;Thriller;1.3;60.6;1.0;1.0;0.0;Colombia
9205;6;Anual (12.99/mes);Tarjeta;30.3;0.514;0;4;12.46;74.76;0;Smart TV;1.0;Acción;8.0;38.2;0.0;0.0;0.0;Colombia
9206;23;Mensual (14.99);Tarjeta;10.7;0.219;2;2;13.78;316.94;0;Móvil;3.0;Comedia;2.1;38.0;1.0;1.0;0.0;España
9207;4;Mensual (14.99);Tarjeta;12.2;0.629;1;2;13.74;54.96;1;Smart TV;2.0;Thriller;3.1;65.8;1.0;0.0;0.0;México
9208;27;Mensual (14.99);Apple Pay/Google Pay;9.3;0.411;2;2;14.83;400.41;0;Smart TV;3.0;Familiar;1.5;40.7;0.0;0.0;0.0;Colombia
9209;18;Mensual (14.99);Tarjeta;6.5;0.262;0;3;15.19;273.42;0;Móvil;1.0;Acción;3.1;36.9;1.0;0.0;0.0;México
9210;21;Anual (12.99/mes);Tarjeta;19.6;0.581;0;3;12.47;261.87;0;Móvil;1.0;Drama;2.9;58.5;1.0;0.0;1.0;Argentina
9211;28;Mensual (14.99);Apple Pay/Google Pay;14.0;0.28;1;2;14.27;399.56;0;Smart TV;2.0;Comedia;2.1;57.3;1.0;0.0;0.0;Otros LATAM
9212;35;Mensual (14.99);PayPal;5.6;0.439;1;1;14.48;506.8;0;Móvil;1.0;Thriller;2.9;51.5;1.0;0.0;0.0;Colombia
9213;22;Mensual (14.99);Tarjeta;17.0;0.515;2;3;14.5;319.0;0;Ordenador;1.0;Drama;6.3;42.4;0.0;1.0;1.0;España
9214;23;Mensual (14.99);Tarjeta;22.9;0.473;0;5;14.27;328.21;0;Móvil;4.0;Acción;2.0;60.8;0.0;0.0;1.0;México
9215;3;Mensual (14.99);Apple Pay/Google Pay;16.5;0.454;2;2;15.2;45.6;1;Ordenador;5.0;Acción;2.5;45.1;0.0;0.0;0.0;México
9216;10;Familia (19.99/mes);Tarjeta;24.8;0.442;0;4;20.04;200.4;0;Smart TV;1.0;Familiar;4.0;40.5;1.0;1.0;0.0;México
9217;25;Mensual (14.99);Tarjeta;33.6;0.31;2;5;17.0;425.0;0;Móvil;3.0;Acción;1.2;45.3;0.0;1.0;0.0;España
9218;8;Mensual (14.99);PayPal;26.5;0.254;1;4;14.71;117.68;0;Ordenador;1.0;Comedia;3.4;55.7;1.0;0.0;0.0;Chile
9219;11;Mensual (14.99);Tarjeta;21.7;0.482;3;3;14.63;160.93;0;Móvil;2.0;Drama;0.5;51.4;1.0;0.0;0.0;Chile
9220;5;Mensual (14.99);Apple Pay/Google Pay;26.5;0.202;1;4;15.74;78.7;0;Ordenador;2.0;Acción;4.9;62.5;1.0;0.0;0.0;España
9221;29;Anual (12.99/mes);Tarjeta;37.8;0.799;1;3;12.78;370.62;0;Ordenador;2.0;Acción;3.6;46.3;1.0;1.0;0.0;Chile
9222;5;Anual (12.99/mes);PayPal;8.5;0.041;0;4;11.97;59.85;0;Smart TV;2.0;Drama;5.2;32.9;1.0;0.0;0.0;México
9223;9;Anual (12.99/mes);PayPal;25.1;0.774;1;3;13.63;122.67;0;Smart TV;4.0;Comedia;5.4;41.1;0.0;0.0;0.0;México
9224;2;Familia (19.99/mes);Tarjeta;12.0;0.294;1;3;19.67;39.34;1;Tablet;1.0;Documental;2.2;36.9;1.0;0.0;1.0;España
9225;1;Familia (19.99/mes);Apple Pay/Google Pay;21.9;0.335;0;4;21.03;21.03;0;Móvil;2.0;Drama;7.3;39.9;1.0;0.0;0.0;España
9226;30;Anual (12.99/mes);Apple Pay/Google Pay;9.4;0.405;0;2;13.74;412.2;0;Ordenador;1.0;Drama;3.2;40.5;1.0;0.0;0.0;España
9227;11;Mensual (14.99);Tarjeta;26.0;0.429;0;5;16.78;184.58;0;Móvil;2.0;Drama;5.4;51.6;0.0;0.0;0.0;Chile
9228;28;Mensual (14.99);Apple Pay/Google Pay;22.2;0.29;1;4;14.54;407.12;0;Smart TV;1.0;Documental;1.6;42.9;0.0;1.0;0.0;México
9229;12;Mensual (14.99);Tarjeta;32.0;0.434;1;4;14.98;179.76;0;Móvil;1.0;Documental;0.9;46.3;1.0;0.0;0.0;Chile
9230;26;Anual (12.99/mes);Apple Pay/Google Pay;17.8;0.5;0;4;12.36;321.36;0;Móvil;2.0;Thriller;4.5;43.3;1.0;0.0;1.0;México
9231;13;Anual (12.99/mes);Tarjeta;17.6;0.838;2;2;12.67;164.71;0;Ordenador;1.0;Familiar;8.9;46.1;1.0;0.0;0.0;España
9232;8;Anual (12.99/mes);Tarjeta;17.7;0.231;1;2;12.87;102.96;0;Tablet;1.0;Acción;3.2;47.3;1.0;1.0;0.0;España
9233;28;Anual (12.99/mes);Tarjeta;39.7;0.261;2;5;11.3;316.4;0;Smart TV;3.0;Acción;7.0;52.2;1.0;0.0;0.0;España
9234;30;Mensual (14.99);Tarjeta;25.1;0.58;2;4;15.53;465.9;0;Smart TV;3.0;Familiar;6.6;62.8;1.0;1.0;0.0;Argentina
9235;9;Mensual (14.99);Tarjeta;30.8;0.414;2;4;15.29;137.61;0;Móvil;4.0;Drama;4.0;62.3;1.0;1.0;0.0;Argentina
9236;31;Mensual (14.99);Apple Pay/Google Pay;25.8;0.518;1;5;17.05;528.55;1;Smart TV;5.0;Drama;4.1;38.6;1.0;1.0;0.0;España
9237;21;Familia (19.99/mes);Apple Pay/Google Pay;27.1;0.685;1;4;20.24;425.04;0;Smart TV;1.0;Acción;0.9;19.5;1.0;0.0;0.0;España
9238;34;Anual (12.99/mes);Tarjeta;8.2;0.917;0;4;11.59;394.06;0;Smart TV;1.0;Drama;7.1;15.0;1.0;0.0;2.0;Chile
9239;31;Anual (12.99/mes);Tarjeta;15.5;0.53;2;4;13.55;420.05;0;Smart TV;2.0;Acción;4.3;49.7;1.0;1.0;1.0;España
9240;25;Anual (12.99/mes);Apple Pay/Google Pay;15.0;0.815;0;4;12.83;320.75;1;Smart TV;4.0;Acción;2.7;41.1;0.0;0.0;0.0;España
9241;12;Anual (12.99/mes);Tarjeta;20.5;0.626;2;3;12.65;151.8;0;Smart TV;1.0;Comedia;7.1;68.4;0.0;0.0;0.0;México
9242;1;Familia (19.99/mes);Tarjeta;19.2;0.187;1;4;19.9;19.9;0;Smart TV;2.0;Documental;1.1;60.3;1.0;0.0;3.0;México
9243;22;Anual (12.99/mes);Tarjeta;7.1;0.101;1;3;13.83;304.26;0;Tablet;5.0;Comedia;5.4;19.1;1.0;0.0;1.0;Chile
9244;1;Mensual (14.99);Tarjeta;20.3;0.193;2;4;15.27;15.27;0;Smart TV;1.0;Documental;1.3;47.2;1.0;1.0;0.0;Chile
9245;1;Anual (12.99/mes);Tarjeta;3.9;0.337;1;2;14.83;14.83;0;Ordenador;2.0;Acción;1.8;30.9;1.0;0.0;0.0;España
9246;21;Mensual (14.99);PayPal;26.2;0.158;0;5;14.58;306.18;0;Ordenador;3.0;Acción;5.9;50.4;0.0;0.0;0.0;Colombia
9247;15;Anual (12.99/mes);PayPal;20.8;0.5;0;2;13.31;199.65;0;Smart TV;2.0;Documental;1.2;61.0;1.0;1.0;0.0;Otros LATAM
9248;17;Mensual (14.99);Tarjeta;30.0;0.204;0;4;15.11;256.87;0;Tablet;3.0;Drama;2.6;15.2;1.0;1.0;1.0;Colombia
9249;22;Mensual (14.99);Apple Pay/Google Pay;21.7;0.801;0;4;14.1;310.2;0;Móvil;1.0;Documental;5.7;52.1;1.0;0.0;0.0;México
9250;35;Anual (12.99/mes);PayPal;16.3;0.825;2;3;12.36;432.6;0;Smart TV;1.0;Familiar;3.0;80.2;0.0;1.0;1.0;España
9251;16;Mensual (14.99);Tarjeta;7.4;0.422;4;2;15.67;250.72;0;Smart TV;2.0;Drama;3.3;38.4;1.0;0.0;1.0;Chile
9252;8;Familia (19.99/mes);Tarjeta;16.8;0.407;1;3;19.75;158.0;0;Móvil;5.0;Acción;1.7;50.9;1.0;0.0;0.0;México
